...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
1550,Not at all a reason,default,"Yes, a major reason",30,"Yes, a minor reason",1638552004.405765,29655551,NA,Not at all a reason,"Yes, a minor reason",NA,Male,Not at all a reason
1551,Not at all a reason,default,"Yes, a minor reason",24,Not at all a reason,1638304708.8955789,41903414,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1552,Not at all a reason,default,Not at all a reason,29,Not at all a reason,1642303637.40128,62337295,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1553,Not at all a reason,default,"Yes, a major reason",27,"Yes, a minor reason",1642302273.0471818,40235991,NA,"Yes, a minor reason","Yes, a major reason",thc,Male,"Yes, a major reason"
1554,Not at all a reason,default,"Yes, a major reason",32,Not at all a reason,1642443004.3199615,64456573,NA,"Yes, a minor reason","Yes, a minor reason",NA,Female,"Yes, a minor reason"
1555,Not at all a reason,default,"Yes, a major reason",23,"Yes, a major reason",1638572493.6648908,28289579,Against depression,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1556,NA,default,Not at all a reason,0,Not at all a reason,1637600007.9280524,91601450,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1557,"Yes, a minor reason",default,Not at all a reason,34,"Yes, a major reason",1642336507.2215202,81594682,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1558,NA,default,Not at all a reason,0,Not at all a reason,1637599549.433174,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1559,Not at all a reason,default,"Yes, a major reason",0,"Yes, a minor reason",1638421261.6884675,14980836,NA,Not at all a reason,"Yes, a minor reason",NA,-,"Yes, a major reason"
1560,NA,default,"Yes, a minor reason",40,"Yes, a major reason",1638259052.1413076,32668471,NA,"Yes, a major reason","Yes, a minor reason",Magtein,Male,"Yes, a major reason"
1561,NA,default,"Yes, a major reason",21,"Yes, a major reason",1638249638.7671516,46539982,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1562,NA,default,"Yes, a minor reason",18,Not at all a reason,1638226145.779478,82809865,NA,"Yes, a minor reason","Yes, a minor reason",Eria jarenisis,Male,"Yes, a minor reason"
1563,NA,default,Not at all a reason,0,Not at all a reason,1637855206.510111,9556965,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1564,NA,default,Not at all a reason,0,Not at all a reason,1638205124.4532769,25219569,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1565,Not at all a reason,default,Not at all a reason,30,Not at all a reason,1642324881.187802,74760759,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1566,NA,default,"Yes, a minor reason",0,"Yes, a major reason",1638259226.5451837,47539597,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1567,NA,default,Not at all a reason,32,"Yes, a major reason",1638240733.9904902,25494796,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1568,Not at all a reason,default,"Yes, a major reason",29,"Yes, a minor reason",1639141880.9898496,22309432,NA,Not at all a reason,"Yes, a major reason",NA,Female,Not at all a reason
1569,"Yes, a minor reason",default,"Yes, a minor reason",15,"Yes, a major reason",1638292347.5435874,97940449,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1570,Not at all a reason,default,"Yes, a major reason",29,Not at all a reason,1638276042.0146933,961795,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1571,"Yes, a minor reason",default,"Yes, a minor reason",24,"Yes, a major reason",1639133090.102176,52436325,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1572,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a minor reason",1642369315.618639,55403267,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1573,"Yes, a minor reason",default,"Yes, a minor reason",0,"Yes, a major reason",1638451722.9071782,43032554,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1574,Not at all a reason,default,"Yes, a minor reason",28,"Yes, a major reason",1638294758.9161484,13509178,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1575,Not at all a reason,default,Not at all a reason,23,"Yes, a major reason",1642303629.869735,69164951,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1576,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a minor reason",1638377334.056276,99420475,NA,"Yes, a minor reason","Yes, a major reason",2-fma,-,"Yes, a major reason"
1577,Not at all a reason,default,Not at all a reason,25,"Yes, a minor reason",1642313305.7515922,68309930,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1578,Not at all a reason,default,"Yes, a major reason",33,Not at all a reason,1638476216.7722995,9856380,NA,Not at all a reason,"Yes, a major reason",NA,Male,Not at all a reason
1579,Not at all a reason,default,"Yes, a major reason",0,"Yes, a minor reason",1638353096.7851264,23300861,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1580,Not at all a reason,default,Not at all a reason,40,Not at all a reason,1642305872.6569102,36773046,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1581,Not at all a reason,default,"Yes, a minor reason",24,"Yes, a major reason",1638749927.7044866,92393697,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1582,Not at all a reason,default,Not at all a reason,30,Not at all a reason,1642399267.0135565,40264759,NA,Not at all a reason,"Yes, a minor reason",NA,Male,"Yes, a major reason"
1583,Not at all a reason,default,Not at all a reason,20,Not at all a reason,1638783618.6583872,97219504,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1584,Not at all a reason,default,"Yes, a minor reason",20,"Yes, a major reason",1640425934.4944377,19186382,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1585,NA,default,"Yes, a major reason",26,"Yes, a major reason",1638255385.39266,14672881,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1586,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1638281447.0570896,91106657,fatigue,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a minor reason"
1587,Not at all a reason,default,Not at all a reason,20,"Yes, a major reason",1638301215.2872183,92465483,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1588,Not at all a reason,default,"Yes, a minor reason",22,"Yes, a major reason",1638399954.903491,1184337,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1589,Not at all a reason,default,"Yes, a minor reason",28,"Yes, a major reason",1642297233.3568988,71627295,NA,"Yes, a major reason","Yes, a minor reason",L-Methylfolate,Female,"Yes, a major reason"
1590,NA,default,"Yes, a minor reason",22,"Yes, a major reason",1638229064.3903184,84131772,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1591,NA,default,"Yes, a major reason",24,"Yes, a minor reason",1638207185.2549927,16421609,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1592,"Yes, a minor reason",default,Not at all a reason,23,"Yes, a minor reason",1642302582.27829,52919213,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1593,Not at all a reason,default,Not at all a reason,27,Not at all a reason,1639348857.2724917,96627975,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1594,NA,default,"Yes, a major reason",32,"Yes, a minor reason",1638241953.9961782,63208659,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1595,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638286565.0246584,47187558,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1596,Not at all a reason,default,"Yes, a minor reason",20,"Yes, a major reason",1639596693.319408,48857742,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1597,"Yes, a major reason",default,"Yes, a minor reason",36,"Yes, a minor reason",1642297544.304993,62767456,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1598,NA,default,Not at all a reason,21,"Yes, a major reason",1638264775.4857588,92099557,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1599,NA,default,"Yes, a major reason",30,"Yes, a major reason",1638266092.0922892,31657912,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1600,Not at all a reason,default,"Yes, a minor reason",20,Not at all a reason,1638403420.2908683,27332719,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1601,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1638322683.508051,52420810,Adhd treatment augmentation,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1602,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638875088.599784,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1603,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642349594.703138,48426264,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a minor reason"
1604,Not at all a reason,default,"Yes, a major reason",21,"Yes, a major reason",1640214606.8791945,56473057,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1605,"Yes, a minor reason",default,"Yes, a minor reason",42,"Yes, a major reason",1642305509.7672591,63813952,NA,"Yes, a minor reason","Yes, a minor reason",Meditation,Male,"Yes, a major reason"
1606,NA,default,"Yes, a major reason",27,"Yes, a major reason",1638254777.507758,33724911,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1607,Not at all a reason,default,Not at all a reason,19,"Yes, a major reason",1638294067.259918,10286662,NA,"Yes, a major reason","Yes, a minor reason",Gonna get some ritalin,Male,"Yes, a major reason"
1608,NA,default,"Yes, a minor reason",35,Not at all a reason,1638223269.2767072,53871571,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1609,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642340106.8175433,34305456,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,Not at all a reason
1610,NA,default,Not at all a reason,0,Not at all a reason,1637687803.9594097,91601450,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1611,NA,default,"Yes, a minor reason",27,"Yes, a minor reason",1638224803.3895905,98553511,NA,"Yes, a minor reason","Yes, a minor reason",Vyvanse,Male,"Yes, a major reason"
1612,"Yes, a minor reason",default,"Yes, a minor reason",30,Not at all a reason,1638316486.5136487,20654496,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1613,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1641119807.2827666,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1614,"Yes, a minor reason",default,"Yes, a minor reason",34,Not at all a reason,1638396343.1040957,19277543,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1615,"Yes, a major reason",default,"Yes, a major reason",26,"Yes, a major reason",1638708777.695996,78144148,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1616,Not at all a reason,default,"Yes, a minor reason",20,Not at all a reason,1642402757.925773,55249909,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,Not at all a reason
1617,Not at all a reason,default,Not at all a reason,37,"Yes, a major reason",1642385526.5625007,42767367,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1618,Not at all a reason,default,Not at all a reason,30,"Yes, a major reason",1642296672.5666723,66535787,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1619,Not at all a reason,default,Not at all a reason,32,Not at all a reason,1642356436.0277846,38217999,NA,"Yes, a major reason",Not at all a reason,NA,Male,Not at all a reason
1620,Not at all a reason,default,Not at all a reason,25,"Yes, a minor reason",1642331760.2752004,94881953,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1621,"Yes, a major reason",default,"Yes, a minor reason",28,"Yes, a major reason",1638284449.3196454,7780175,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1622,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1639834601.5530903,79623260,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1623,Not at all a reason,default,"Yes, a major reason",26,Not at all a reason,1642298383.4539063,48422939,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a major reason"
1624,NA,default,"Yes, a minor reason",34,"Yes, a major reason",1638228574.7643664,38999324,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1625,"Yes, a major reason",default,"Yes, a minor reason",30,"Yes, a minor reason",1642371736.520586,5860573,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1626,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642302011.7128034,37712399,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1627,Not at all a reason,default,"Yes, a major reason",38,"Yes, a minor reason",1638290313.4835036,76423851,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1628,Not at all a reason,default,Not at all a reason,44,"Yes, a minor reason",1638284655.3778584,72503399,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1629,Not at all a reason,default,Not at all a reason,29,"Yes, a minor reason",1638341298.4299405,84168097,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1630,Not at all a reason,default,Not at all a reason,21,Not at all a reason,1638282221.4316175,94279117,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1631,Not at all a reason,default,"Yes, a major reason",18,"Yes, a major reason",1638287664.8640082,44842206,Get through construction work,"Yes, a major reason","Yes, a major reason",TB-500  - for healing my injuries with BPC-157,Male,"Yes, a major reason"
1632,NA,default,"Yes, a major reason",30,"Yes, a minor reason",1638226801.798731,50548060,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a minor reason"
1633,Not at all a reason,default,"Yes, a minor reason",32,"Yes, a major reason",1638329453.6191926,10623076,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1634,Not at all a reason,default,Not at all a reason,25,"Yes, a major reason",1642371926.800363,73754321,NA,"Yes, a major reason","Yes, a major reason",NA,Other,"Yes, a major reason"
1635,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a minor reason",1642309362.265057,55422694,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1636,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a major reason",1638710530.3699334,35102569,NA,"Yes, a major reason","Yes, a minor reason",NA,Other,"Yes, a major reason"
1637,NA,default,Not at all a reason,26,Not at all a reason,1638224564.873251,11629779,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1638,"Yes, a minor reason",default,Not at all a reason,45,"Yes, a minor reason",1638481302.92483,84700155,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1639,Not at all a reason,default,"Yes, a major reason",27,"Yes, a major reason",1642305173.034958,42229398,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1640,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1638502009.2867136,59536239,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1641,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1642371608.8043065,18313954,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1642,Not at all a reason,default,Not at all a reason,55,"Yes, a minor reason",1642341934.9338062,8393380,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1643,Not at all a reason,default,Not at all a reason,30,"Yes, a minor reason",1642341070.7814026,65070590,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1644,Not at all a reason,default,Not at all a reason,28,"Yes, a minor reason",1642393518.3824854,24380219,NA,"Yes, a major reason",Not at all a reason,NA,Female,"Yes, a minor reason"
1645,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1638289075.149804,71161299,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1646,"Yes, a minor reason",default,"Yes, a minor reason",34,"Yes, a minor reason",1642292452.7288024,93486528,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1647,NA,default,"Yes, a minor reason",33,"Yes, a major reason",1638241624.430639,19553722,NA,"Yes, a minor reason","Yes, a major reason","Meditation, fasting",Male,"Yes, a minor reason"
1648,NA,default,Not at all a reason,0,Not at all a reason,1637599549.433174,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1649,Not at all a reason,default,"Yes, a minor reason",30,Not at all a reason,1642291383.6062484,74364888,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1650,NA,default,"Yes, a major reason",28,"Yes, a major reason",1638226008.8718357,94714189,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1651,"Yes, a major reason",default,"Yes, a major reason",30,"Yes, a minor reason",1638389043.573387,95198544,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1652,Not at all a reason,default,"Yes, a minor reason",25,Not at all a reason,1642383084.227749,95741792,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1653,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642342833.673522,91755934,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1654,NA,default,"Yes, a minor reason",27,"Yes, a minor reason",1638262350.0014453,38410305,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1655,NA,default,"Yes, a minor reason",0,"Yes, a major reason",1638252425.1404889,51986397,NA,"Yes, a major reason","Yes, a major reason","Pramiracetam, Acetyl l carnitine",-,"Yes, a major reason"
1656,"Yes, a minor reason",default,"Yes, a major reason",0,"Yes, a major reason",1638598025.4766471,19408127,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1657,NA,default,Not at all a reason,39,"Yes, a major reason",1638243472.5699456,37723753,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1658,NA,default,"Yes, a major reason",20,"Yes, a major reason",1638227154.4923754,47430098,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1659,NA,default,Not at all a reason,13,Not at all a reason,1637599606.2858958,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1660,"Yes, a major reason",default,"Yes, a major reason",26,"Yes, a major reason",1638787763.0578272,4063691,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1661,"Yes, a minor reason",default,"Yes, a minor reason",19,"Yes, a minor reason",1638402559.7531216,27332719,Being able to hyperfocus/concentrate on necessary things that I don't feel like doing. Improving the desire/interest for social interaction. Fixing light anhedonia.,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1662,Not at all a reason,default,Not at all a reason,19,Not at all a reason,1642321175.1548448,19195997,NA,"Yes, a major reason","Yes, a major reason",NA,Female,Not at all a reason
1663,Not at all a reason,default,"Yes, a major reason",58,Not at all a reason,1642339605.716427,39268536,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,Not at all a reason
1664,NA,default,"Yes, a minor reason",43,"Yes, a minor reason",1638243335.4258304,80151041,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1665,"Yes, a minor reason",default,Not at all a reason,26,"Yes, a major reason",1638458325.8302147,4567417,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1666,Not at all a reason,default,"Yes, a minor reason",25,"Yes, a major reason",1638712637.658777,95450453,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1667,Not at all a reason,default,"Yes, a minor reason",29,"Yes, a minor reason",1638510221.9142482,10316222,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a minor reason"
1668,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1638610170.048841,36830533,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1669,Not at all a reason,default,Not at all a reason,24,"Yes, a major reason",1638744652.061115,80187577,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1670,NA,default,"Yes, a minor reason",30,"Yes, a major reason",1638270720.2590144,96866890,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1671,NA,default,"Yes, a minor reason",41,"Yes, a minor reason",1638266873.158214,83039367,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a minor reason"
1672,NA,default,"Yes, a minor reason",23,"Yes, a minor reason",1638243490.4780307,39318916,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a minor reason"
1673,"Yes, a minor reason",default,"Yes, a major reason",24,"Yes, a major reason",1638290754.7244687,11026440,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1674,NA,default,"Yes, a major reason",0,Not at all a reason,1637852525.8349817,54355146,NA,Not at all a reason,Not at all a reason,NA,-,"Yes, a major reason"
1675,"Yes, a minor reason",default,Not at all a reason,37,Not at all a reason,1642308764.191533,77315224,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1676,Not at all a reason,default,"Yes, a minor reason",33,"Yes, a major reason",1642300960.0940783,30960659,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1677,Not at all a reason,default,Not at all a reason,33,Not at all a reason,1642357747.796725,12335809,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1678,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1642316692.3672388,32980214,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1679,Not at all a reason,default,"Yes, a minor reason",32,"Yes, a major reason",1642340886.0159557,72090800,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1680,"Yes, a minor reason",default,"Yes, a major reason",24,"Yes, a minor reason",1638414062.9924076,89568938,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1681,NA,default,"Yes, a major reason",0,Not at all a reason,1638240180.260829,4386197,NA,"Yes, a minor reason",Not at all a reason,NA,Male,Not at all a reason
1682,NA,default,Not at all a reason,60,"Yes, a major reason",1638243850.4520953,88904043,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1683,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a major reason",1642355024.206875,41270647,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1684,"Yes, a major reason",default,Not at all a reason,26,"Yes, a major reason",1639239484.0423052,20655468,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1685,"Yes, a major reason",default,"Yes, a minor reason",27,"Yes, a major reason",1642313867.6701362,87316493,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1686,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1642303211.8219285,18970682,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1687,Not at all a reason,default,Not at all a reason,30,Not at all a reason,1642306663.1970148,20019178,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1688,Not at all a reason,default,Not at all a reason,54,Not at all a reason,1642311026.914464,9967145,NA,"Yes, a minor reason",Not at all a reason,NA,Male,Not at all a reason
1689,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1642300277.7138584,97622782,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1690,NA,default,Not at all a reason,34,Not at all a reason,1637590983.533531,51290853,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1691,NA,default,"Yes, a major reason",28,Not at all a reason,1638251059.5949185,43956302,NA,"Yes, a minor reason","Yes, a minor reason",NA,Female,"Yes, a minor reason"
1692,NA,default,Not at all a reason,0,Not at all a reason,1638236405.7255764,35321707,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1693,Not at all a reason,default,"Yes, a major reason",43,Not at all a reason,1642340355.185815,84609514,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1694,Not at all a reason,default,Not at all a reason,21,"Yes, a major reason",1640639210.8440309,50981936,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1695,Not at all a reason,default,Not at all a reason,33,"Yes, a minor reason",1642318914.5300827,74002965,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1696,Not at all a reason,default,"Yes, a minor reason",36,"Yes, a minor reason",1642317068.2665963,35155241,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1697,NA,default,"Yes, a minor reason",28,"Yes, a major reason",1638245763.4893506,43401636,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1698,Not at all a reason,default,"Yes, a minor reason",38,Not at all a reason,1638285042.0037885,72873123,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1699,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1642322425.4628408,42185268,NA,"Yes, a minor reason",Not at all a reason,"Caffeine, modafinal",-,"Yes, a major reason"
1700,NA,default,Not at all a reason,0,Not at all a reason,1637577481.267602,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1701,NA,default,"Yes, a major reason",59,Not at all a reason,1638250213.984466,61245364,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,Not at all a reason
1702,Not at all a reason,default,Not at all a reason,37,"Yes, a minor reason",1642336602.1239955,16809654,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1703,Not at all a reason,default,Not at all a reason,27,"Yes, a major reason",1638496055.7497857,77576471,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1704,Not at all a reason,default,Not at all a reason,28,"Yes, a minor reason",1642337388.9160872,78447997,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1705,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638468654.7773795,49704777,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1706,Not at all a reason,default,Not at all a reason,29,"Yes, a minor reason",1642303311.68125,79466035,NA,"Yes, a major reason",Not at all a reason,NA,Male,Not at all a reason
1707,Not at all a reason,default,"Yes, a major reason",26,"Yes, a minor reason",1638663013.335497,8133206,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1708,Not at all a reason,default,Not at all a reason,24,Not at all a reason,1642348685.394026,66080438,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1709,NA,default,"Yes, a major reason",30,"Yes, a major reason",1638243318.861401,75732681,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1710,NA,default,"Yes, a minor reason",19,"Yes, a major reason",1638259452.7521868,59732617,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1711,Not at all a reason,default,Not at all a reason,50,"Yes, a minor reason",1638772817.1063497,29086883,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1712,Not at all a reason,default,Not at all a reason,25,"Yes, a major reason",1640432466.1147008,15128256,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1713,Not at all a reason,default,"Yes, a major reason",42,"Yes, a minor reason",1642340490.5654848,71424180,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
