,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
1501,Not at all a reason,default,"Yes, a major reason",24.0,"Yes, a major reason",1639248833.768623,35580031,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1502,,default,Not at all a reason,0.0,"Yes, a major reason",1638246954.7229385,596952,,"Yes, a major reason",Not at all a reason,,-,"Yes, a major reason",,,,,
1503,Not at all a reason,default,"Yes, a minor reason",25.0,"Yes, a major reason",1639241510.1021454,68014522,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1504,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a minor reason",1638272498.4843493,88376026,,"Yes, a minor reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1505,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1642305740.8869996,82017395,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1506,,default,"Yes, a minor reason",23.0,"Yes, a major reason",1638246866.3370087,51833472,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1507,Not at all a reason,default,"Yes, a minor reason",33.0,"Yes, a major reason",1638286412.6658015,56758349,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1508,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638282490.1230702,19465550,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1509,Not at all a reason,default,Not at all a reason,22.0,"Yes, a minor reason",1642310520.5470786,43401174,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1510,Not at all a reason,default,"Yes, a major reason",30.0,Not at all a reason,1639915273.6980717,26791549,,Not at all a reason,"Yes, a minor reason",,Male,Not at all a reason,,,,,
1511,,default,,0.0,,1637683478.6182134,91601450,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1512,"Yes, a minor reason",default,Not at all a reason,29.0,"Yes, a minor reason",1642301496.5742948,37303907,Sleep/wakefulness,"Yes, a minor reason","Yes, a minor reason",L-methylfolate,Male,"Yes, a major reason",,,,,
1513,Not at all a reason,default,"Yes, a minor reason",24.0,"Yes, a major reason",1639248484.0486655,35580031,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1514,"Yes, a major reason",default,"Yes, a minor reason",30.0,"Yes, a minor reason",1642371652.3382263,5860573,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1515,Not at all a reason,default,"Yes, a major reason",16.0,"Yes, a major reason",1642189633.4635637,80159081,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1516,,default,,0.0,,1637577481.267602,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1517,,default,Not at all a reason,32.0,"Yes, a major reason",1637851683.9368246,29470037,,Not at all a reason,Not at all a reason,GYT,Male,Not at all a reason,,,,,
1518,Not at all a reason,default,"Yes, a major reason",50.0,"Yes, a minor reason",1642478305.6373403,7301797,,"Yes, a minor reason","Yes, a minor reason","Weightlifting, paleo diet, getting more sleep, magnesium ",Male,"Yes, a minor reason",,,,,
1519,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1642300613.0991218,81881286,,"Yes, a minor reason",Not at all a reason,,-,"Yes, a major reason",,,,,
1520,,default,Not at all a reason,0.0,"Yes, a major reason",1638262115.6355114,28634623,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1521,Not at all a reason,default,Not at all a reason,27.0,"Yes, a major reason",1638274562.4693463,22947191,,"Yes, a minor reason","Yes, a minor reason",Modafinil,Male,"Yes, a major reason",,,,,
1522,Not at all a reason,default,"Yes, a minor reason",36.0,"Yes, a major reason",1638306609.067292,57714211,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1523,Not at all a reason,default,Not at all a reason,32.0,"Yes, a minor reason",1638623740.090736,74308559,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1524,"Yes, a minor reason",default,"Yes, a major reason",25.0,Not at all a reason,1638291136.1816144,64511059,,Not at all a reason,"Yes, a major reason",,Male,Not at all a reason,,,,,
1525,Not at all a reason,default,Not at all a reason,26.0,"Yes, a major reason",1642309156.2472553,759915,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1526,,default,Not at all a reason,22.0,Not at all a reason,1638244496.5445492,94866951,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1527,,default,"Yes, a major reason",30.0,"Yes, a minor reason",1638240676.0493174,56630459,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1528,,default,Not at all a reason,0.0,"Yes, a major reason",1638228425.0195076,4058476,,"Yes, a major reason",Not at all a reason,,-,"Yes, a major reason",,,,,
1529,Not at all a reason,default,Not at all a reason,37.0,Not at all a reason,1642303475.0954616,79515208,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1530,Not at all a reason,default,Not at all a reason,40.0,"Yes, a major reason",1642342359.457509,22450868,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1531,Not at all a reason,default,"Yes, a minor reason",35.0,"Yes, a minor reason",1642325962.5238154,92527477,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1532,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a minor reason",1642302361.740358,66633072,,"Yes, a major reason",Not at all a reason,,-,"Yes, a major reason",,,,,
1533,Not at all a reason,default,"Yes, a minor reason",24.0,"Yes, a minor reason",1638414855.813564,17771776,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1534,Not at all a reason,default,"Yes, a major reason",28.0,Not at all a reason,1638552935.6286912,88145710,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1535,,default,"Yes, a major reason",30.0,"Yes, a major reason",1638228225.8666897,97998152,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1536,Not at all a reason,default,Not at all a reason,30.0,Not at all a reason,1642352626.3928292,11365759,,"Yes, a major reason","Yes, a minor reason",5 hour energy,Male,"Yes, a major reason",,,,,
1537,"Yes, a major reason",default,"Yes, a minor reason",0.0,Not at all a reason,1638415371.0308843,48056442,,"Yes, a major reason",Not at all a reason,,-,"Yes, a major reason",,,,,
1538,Not at all a reason,default,Not at all a reason,26.0,"Yes, a major reason",1642309723.3972409,2212595,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1539,"Yes, a major reason",default,"Yes, a minor reason",0.0,"Yes, a minor reason",1638290022.1829197,73520266,,Not at all a reason,Not at all a reason,,-,"Yes, a major reason",,,,,
1540,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638306234.3139377,66821227,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1541,"Yes, a minor reason",default,"Yes, a minor reason",35.0,"Yes, a minor reason",1642384416.1790273,34757127,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1542,"Yes, a major reason",default,"Yes, a major reason",23.0,"Yes, a minor reason",1638530174.4603617,46338644,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1543,Not at all a reason,default,"Yes, a major reason",20.0,Not at all a reason,1642360928.900896,3496518,,"Yes, a major reason","Yes, a minor reason",Cannabis,Male,"Yes, a minor reason",,,,,
1544,Not at all a reason,default,"Yes, a minor reason",42.0,"Yes, a major reason",1638311825.6336873,91398688,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1545,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642334959.3703673,89675117,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1546,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638302315.8365746,82004921,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1547,Not at all a reason,default,"Yes, a minor reason",25.0,"Yes, a major reason",1639684689.9782336,39078905,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1548,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a minor reason",1642385376.253889,20933942,,"Yes, a major reason","Yes, a minor reason",Sauna ,Male,"Yes, a major reason",,,,,
1549,Not at all a reason,default,"Yes, a minor reason",22.0,"Yes, a major reason",1638406278.7645233,12565687,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1550,Not at all a reason,default,"Yes, a major reason",30.0,"Yes, a minor reason",1638552004.405765,29655551,,Not at all a reason,"Yes, a minor reason",,Male,Not at all a reason,,,,,
1551,Not at all a reason,default,"Yes, a minor reason",24.0,Not at all a reason,1638304708.8955789,41903414,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1552,Not at all a reason,default,Not at all a reason,29.0,Not at all a reason,1642303637.40128,62337295,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1553,Not at all a reason,default,"Yes, a major reason",27.0,"Yes, a minor reason",1642302273.0471818,40235991,,"Yes, a minor reason","Yes, a major reason",thc,Male,"Yes, a major reason",,,,,
1554,Not at all a reason,default,"Yes, a major reason",32.0,Not at all a reason,1642443004.3199615,64456573,,"Yes, a minor reason","Yes, a minor reason",,Female,"Yes, a minor reason",,,,,
1555,Not at all a reason,default,"Yes, a major reason",23.0,"Yes, a major reason",1638572493.6648908,28289579,Against depression,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1556,,default,,0.0,,1637600007.9280524,91601450,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1557,"Yes, a minor reason",default,Not at all a reason,34.0,"Yes, a major reason",1642336507.2215202,81594682,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1558,,default,,0.0,,1637599549.4331741,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1559,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638421261.6884675,14980836,,Not at all a reason,"Yes, a minor reason",,-,"Yes, a major reason",,,,,
1560,,default,"Yes, a minor reason",40.0,"Yes, a major reason",1638259052.1413076,32668471,,"Yes, a major reason","Yes, a minor reason",Magtein ,Male,"Yes, a major reason",,,,,
1561,,default,"Yes, a major reason",21.0,"Yes, a major reason",1638249638.7671516,46539982,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1562,,default,"Yes, a minor reason",18.0,Not at all a reason,1638226145.779478,82809865,,"Yes, a minor reason","Yes, a minor reason",Eria jarenisis,Male,"Yes, a minor reason",,,,,
1563,,default,Not at all a reason,0.0,Not at all a reason,1637855206.510111,9556965,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1564,,default,Not at all a reason,0.0,Not at all a reason,1638205124.4532769,25219569,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1565,Not at all a reason,default,Not at all a reason,30.0,Not at all a reason,1642324881.187802,74760759,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1566,,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638259226.5451837,47539597,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1567,,default,Not at all a reason,32.0,"Yes, a major reason",1638240733.9904902,25494796,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1568,Not at all a reason,default,"Yes, a major reason",29.0,"Yes, a minor reason",1639141880.9898496,22309432,,Not at all a reason,"Yes, a major reason",,Female,Not at all a reason,,,,,
1569,"Yes, a minor reason",default,"Yes, a minor reason",15.0,"Yes, a major reason",1638292347.5435874,97940449,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1570,Not at all a reason,default,"Yes, a major reason",29.0,Not at all a reason,1638276042.0146933,961795,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1571,"Yes, a minor reason",default,"Yes, a minor reason",24.0,"Yes, a major reason",1639133090.102176,52436325,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1572,Not at all a reason,default,"Yes, a minor reason",21.0,"Yes, a minor reason",1642369315.618639,55403267,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1573,"Yes, a minor reason",default,"Yes, a minor reason",0.0,"Yes, a major reason",1638451722.9071782,43032554,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1574,Not at all a reason,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638294758.9161484,13509178,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1575,Not at all a reason,default,Not at all a reason,23.0,"Yes, a major reason",1642303629.869735,69164951,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1576,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1638377334.056276,99420475,,"Yes, a minor reason","Yes, a major reason",2-fma,-,"Yes, a major reason",,,,,
1577,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1642313305.7515922,68309930,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1578,Not at all a reason,default,"Yes, a major reason",33.0,Not at all a reason,1638476216.7722995,9856380,,Not at all a reason,"Yes, a major reason",,Male,Not at all a reason,,,,,
1579,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638353096.7851264,23300861,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1580,Not at all a reason,default,Not at all a reason,40.0,Not at all a reason,1642305872.6569102,36773046,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1581,Not at all a reason,default,"Yes, a minor reason",24.0,"Yes, a major reason",1638749927.7044866,92393697,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1582,Not at all a reason,default,Not at all a reason,30.0,Not at all a reason,1642399267.0135565,40264759,,Not at all a reason,"Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1583,Not at all a reason,default,Not at all a reason,20.0,Not at all a reason,1638783618.6583872,97219504,,Not at all a reason,Not at all a reason,,Male,"Yes, a major reason",,,,,
1584,Not at all a reason,default,"Yes, a minor reason",20.0,"Yes, a major reason",1640425934.4944377,19186382,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1585,,default,"Yes, a major reason",26.0,"Yes, a major reason",1638255385.3926601,14672881,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1586,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1638281447.0570896,91106657,fatigue,"Yes, a major reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
1587,Not at all a reason,default,Not at all a reason,20.0,"Yes, a major reason",1638301215.2872183,92465483,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1588,Not at all a reason,default,"Yes, a minor reason",22.0,"Yes, a major reason",1638399954.903491,1184337,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1589,Not at all a reason,default,"Yes, a minor reason",28.0,"Yes, a major reason",1642297233.3568988,71627295,,"Yes, a major reason","Yes, a minor reason",L-Methylfolate,Female,"Yes, a major reason",,,,,
1590,,default,"Yes, a minor reason",22.0,"Yes, a major reason",1638229064.3903184,84131772,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1591,,default,"Yes, a major reason",24.0,"Yes, a minor reason",1638207185.2549927,16421609,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1592,"Yes, a minor reason",default,Not at all a reason,23.0,"Yes, a minor reason",1642302582.27829,52919213,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1593,Not at all a reason,default,Not at all a reason,27.0,Not at all a reason,1639348857.2724917,96627975,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1594,,default,"Yes, a major reason",32.0,"Yes, a minor reason",1638241953.9961782,63208659,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1595,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638286565.0246584,47187558,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1596,Not at all a reason,default,"Yes, a minor reason",20.0,"Yes, a major reason",1639596693.319408,48857742,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1597,"Yes, a major reason",default,"Yes, a minor reason",36.0,"Yes, a minor reason",1642297544.304993,62767456,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1598,,default,Not at all a reason,21.0,"Yes, a major reason",1638264775.4857588,92099557,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1599,,default,"Yes, a major reason",30.0,"Yes, a major reason",1638266092.0922892,31657912,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1600,Not at all a reason,default,"Yes, a minor reason",20.0,Not at all a reason,1638403420.2908683,27332719,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1601,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638322683.508051,52420810,Adhd treatment augmentation,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1602,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638875088.599784,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1603,Not at all a reason,default,"Yes, a major reason",27.0,Not at all a reason,1642349594.703138,48426264,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a minor reason",,,,,
1604,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a major reason",1640214606.8791943,56473057,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1605,"Yes, a minor reason",default,"Yes, a minor reason",42.0,"Yes, a major reason",1642305509.7672591,63813952,,"Yes, a minor reason","Yes, a minor reason",Meditation,Male,"Yes, a major reason",,,,,
1606,,default,"Yes, a major reason",27.0,"Yes, a major reason",1638254777.507758,33724911,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1607,Not at all a reason,default,Not at all a reason,19.0,"Yes, a major reason",1638294067.259918,10286662,,"Yes, a major reason","Yes, a minor reason",Gonna get some ritalin,Male,"Yes, a major reason",,,,,
1608,,default,"Yes, a minor reason",35.0,Not at all a reason,1638223269.2767072,53871571,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1609,Not at all a reason,default,"Yes, a major reason",27.0,Not at all a reason,1642340106.8175433,34305456,,"Yes, a minor reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1610,,default,,0.0,,1637687803.9594095,91601450,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1611,,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1638224803.3895903,98553511,,"Yes, a minor reason","Yes, a minor reason",Vyvanse,Male,"Yes, a major reason",,,,,
1612,"Yes, a minor reason",default,"Yes, a minor reason",30.0,Not at all a reason,1638316486.5136487,20654496,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1613,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1641119807.2827666,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1614,"Yes, a minor reason",default,"Yes, a minor reason",34.0,Not at all a reason,1638396343.1040957,19277543,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1615,"Yes, a major reason",default,"Yes, a major reason",26.0,"Yes, a major reason",1638708777.695996,78144148,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1616,Not at all a reason,default,"Yes, a minor reason",20.0,Not at all a reason,1642402757.925773,55249909,,"Yes, a minor reason","Yes, a major reason",,Female,Not at all a reason,,,,,
1617,Not at all a reason,default,Not at all a reason,37.0,"Yes, a major reason",1642385526.5625007,42767367,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1618,Not at all a reason,default,Not at all a reason,30.0,"Yes, a major reason",1642296672.5666723,66535787,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1619,Not at all a reason,default,Not at all a reason,32.0,Not at all a reason,1642356436.0277846,38217999,,"Yes, a major reason",Not at all a reason,,Male,Not at all a reason,,,,,
1620,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1642331760.2752004,94881953,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1621,"Yes, a major reason",default,"Yes, a minor reason",28.0,"Yes, a major reason",1638284449.3196454,7780175,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1622,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1639834601.5530903,79623260,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1623,Not at all a reason,default,"Yes, a major reason",26.0,Not at all a reason,1642298383.4539065,48422939,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a major reason",,,,,
1624,,default,"Yes, a minor reason",34.0,"Yes, a major reason",1638228574.7643664,38999324,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1625,"Yes, a major reason",default,"Yes, a minor reason",30.0,"Yes, a minor reason",1642371736.520586,5860573,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1626,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642302011.7128034,37712399,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1627,Not at all a reason,default,"Yes, a major reason",38.0,"Yes, a minor reason",1638290313.4835036,76423851,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1628,Not at all a reason,default,Not at all a reason,44.0,"Yes, a minor reason",1638284655.3778584,72503399,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1629,Not at all a reason,default,Not at all a reason,29.0,"Yes, a minor reason",1638341298.4299405,84168097,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1630,Not at all a reason,default,Not at all a reason,21.0,Not at all a reason,1638282221.4316177,94279117,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1631,Not at all a reason,default,"Yes, a major reason",18.0,"Yes, a major reason",1638287664.8640082,44842206,Get through construction work,"Yes, a major reason","Yes, a major reason",TB-500  - for healing my injuries with BPC-157,Male,"Yes, a major reason",,,,,
1632,,default,"Yes, a major reason",30.0,"Yes, a minor reason",1638226801.798731,50548060,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1633,Not at all a reason,default,"Yes, a minor reason",32.0,"Yes, a major reason",1638329453.6191926,10623076,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1634,Not at all a reason,default,Not at all a reason,25.0,"Yes, a major reason",1642371926.800363,73754321,,"Yes, a major reason","Yes, a major reason",,Other,"Yes, a major reason",,,,,
1635,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1642309362.265057,55422694,,"Yes, a minor reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1636,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a major reason",1638710530.3699334,35102569,,"Yes, a major reason","Yes, a minor reason",,Other,"Yes, a major reason",,,,,
1637,,default,Not at all a reason,26.0,Not at all a reason,1638224564.873251,11629779,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1638,"Yes, a minor reason",default,Not at all a reason,45.0,"Yes, a minor reason",1638481302.92483,84700155,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1639,Not at all a reason,default,"Yes, a major reason",27.0,"Yes, a major reason",1642305173.0349581,42229398,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1640,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638502009.2867136,59536239,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1641,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1642371608.8043065,18313954,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1642,Not at all a reason,default,Not at all a reason,55.0,"Yes, a minor reason",1642341934.9338062,8393380,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1643,Not at all a reason,default,Not at all a reason,30.0,"Yes, a minor reason",1642341070.7814026,65070590,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1644,Not at all a reason,default,Not at all a reason,28.0,"Yes, a minor reason",1642393518.3824854,24380219,,"Yes, a major reason",Not at all a reason,,Female,"Yes, a minor reason",,,,,
1645,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638289075.1498039,71161299,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1646,"Yes, a minor reason",default,"Yes, a minor reason",34.0,"Yes, a minor reason",1642292452.7288024,93486528,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1647,,default,"Yes, a minor reason",33.0,"Yes, a major reason",1638241624.430639,19553722,,"Yes, a minor reason","Yes, a major reason","Meditation, fasting",Male,"Yes, a minor reason",,,,,
1648,,default,,0.0,,1637599549.4331741,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1649,Not at all a reason,default,"Yes, a minor reason",30.0,Not at all a reason,1642291383.6062484,74364888,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1650,,default,"Yes, a major reason",28.0,"Yes, a major reason",1638226008.8718357,94714189,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1651,"Yes, a major reason",default,"Yes, a major reason",30.0,"Yes, a minor reason",1638389043.573387,95198544,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1652,Not at all a reason,default,"Yes, a minor reason",25.0,Not at all a reason,1642383084.227749,95741792,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1653,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642342833.673522,91755934,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1654,,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1638262350.0014453,38410305,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1655,,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638252425.1404889,51986397,,"Yes, a major reason","Yes, a major reason","Pramiracetam, Acetyl l carnitine",-,"Yes, a major reason",,,,,
1656,"Yes, a minor reason",default,"Yes, a major reason",0.0,"Yes, a major reason",1638598025.4766471,19408127,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1657,,default,Not at all a reason,39.0,"Yes, a major reason",1638243472.5699456,37723753,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1658,,default,"Yes, a major reason",20.0,"Yes, a major reason",1638227154.4923754,47430098,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1659,,default,,13.0,,1637599606.2858958,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1660,"Yes, a major reason",default,"Yes, a major reason",26.0,"Yes, a major reason",1638787763.0578272,4063691,,Not at all a reason,Not at all a reason,,Male,"Yes, a major reason",,,,,
